customer_id,rec_1,rec_2,rec_3,rec_4,rec_5
WMT_14524,Marketside Shredded Cheddar 8oz,Hunts Diced Tomatoes 14.5oz,Great Value Sugar Granulated 4lb,Daisy Sour Cream 16oz,Broccoli Crowns per lb
WMT_14571,Roma Tomatoes per lb,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag,Great Value Spaghetti 16oz,Great Value All Purpose Flour 5lb
WMT_44733,Kraft Mac and Cheese Original 7.25oz,Great Value All Purpose Flour 5lb,Tide Simply Liquid Laundry Det 46oz,,
WMT_46959,Garlic Bulb 3-Pack,Lemon each,Celery Stalk bunch,Great Value Sliced Bacon 16oz,Great Value Toilet Paper 12 Rolls
WMT_47519,Marketside Organic Bananas 3lb,Marketside Shredded Cheddar 8oz,Great Value 2% Reduced Fat Milk 1 Gal,Great Value Greek Yogurt Plain 32oz,Great Value Sliced Bacon 16oz
WMT_34418,Great Value Chicken Broth 32oz,Campbells Tomato Soup 10.75oz,Great Value Penne Pasta 16oz,Green Bell Pepper each,Baby Carrots 1lb Bag
WMT_12614,Hunts Diced Tomatoes 14.5oz,Great Value Extra Virgin Olive Oil 17oz,Campbells Tomato Soup 10.75oz,Great Value Large Eggs 12ct,Marketside Shredded Cheddar 8oz
WMT_24218,Great Value Spaghetti 16oz,Hunts Diced Tomatoes 14.5oz,Broccoli Crowns per lb,Marketside Baby Spinach 5oz,Roma Tomatoes per lb
WMT_35192,Cucumber each,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag,Marketside Shredded Cheddar 8oz,Great Value Unsalted Butter 1lb
WMT_19901,Hunts Diced Tomatoes 14.5oz,Great Value Chicken Broth 32oz,Great Value Penne Pasta 16oz,Bounty Select-A-Size Paper Towels 8 Rolls,Avocado Hass each
WMT_14467,Cucumber each,Hunts Diced Tomatoes 14.5oz,Great Value Chicken Broth 32oz,Great Value Honey Nut Toasted Oats 27oz,Folgers Classic Roast Coffee 30.5oz
WMT_15600,Baby Carrots 1lb Bag,Celery Stalk bunch,Great Value Extra Virgin Olive Oil 17oz,Great Value Canola Oil 48oz,Great Value Whole Milk 1 Gal
WMT_29337,Broccoli Crowns per lb,Baby Carrots 1lb Bag,Marketside Organic Bananas 3lb,Kraft Mac and Cheese Original 7.25oz,Great Value Penne Pasta 16oz
WMT_08245,Great Value Extra Virgin Olive Oil 17oz,Kraft Mac and Cheese Original 7.25oz,Great Value Long Grain White Rice 5lb,Broccoli Crowns per lb,Garlic Bulb 3-Pack
WMT_27921,Green Bell Pepper each,Cucumber each,Yellow Onion 3lb Bag,Marketside Organic Bananas 3lb,Great Value Spaghetti 16oz
WMT_24757,Green Bell Pepper each,Marketside Baby Spinach 5oz,Great Value Large Eggs 12ct,Great Value Greek Yogurt Plain 32oz,Daisy Sour Cream 16oz
WMT_00927,Broccoli Crowns per lb,Baby Carrots 1lb Bag,Yellow Onion 3lb Bag,Celery Stalk bunch,Great Value Spaghetti 16oz
WMT_24355,Hunts Diced Tomatoes 14.5oz,Broccoli Crowns per lb,Garlic Bulb 3-Pack,Lemon each,Yellow Onion 3lb Bag
WMT_26172,Great Value Sugar Granulated 4lb,Great Value Unsalted Butter 1lb,Avocado Hass each,Cucumber each,Garlic Bulb 3-Pack
WMT_10701,Marketside Fresh Mozzarella 8oz,Hunts Diced Tomatoes 14.5oz,Great Value All Purpose Flour 5lb,Kraft Mac and Cheese Original 7.25oz,Great Value Canola Oil 48oz
WMT_06196,Heinz Tomato Ketchup 32oz,Great Value Long Grain White Rice 5lb,Marketside Shredded Cheddar 8oz,Great Value Unsalted Butter 1lb,Daisy Sour Cream 16oz
WMT_28266,Avocado Hass each,Russet Potatoes 5lb Bag,Celery Stalk bunch,Philadelphia Original Cream Cheese 8oz,Tilapia Fillets per lb
WMT_35012,Great Value All Purpose Flour 5lb,Cucumber each,Green Bell Pepper each,Baby Carrots 1lb Bag,Yellow Onion 3lb Bag
WMT_05456,Kraft Mac and Cheese Original 7.25oz,Great Value All Purpose Flour 5lb,Cucumber each,Green Bell Pepper each,Celery Stalk bunch
WMT_00607,Garlic Bulb 3-Pack,Great Value Canola Oil 48oz,Heinz Tomato Ketchup 32oz,Great Value Large Eggs 12ct,Great Value 2% Reduced Fat Milk 1 Gal
WMT_04230,Broccoli Crowns per lb,Garlic Bulb 3-Pack,Marketside Organic Bananas 3lb,Lays Classic Potato Chips 8oz,Tilapia Fillets per lb
WMT_06180,Green Bell Pepper each,Garlic Bulb 3-Pack,Roma Tomatoes per lb,Great Value Spaghetti 16oz,Hunts Diced Tomatoes 14.5oz
WMT_15219,Great Value Canola Oil 48oz,Lemon each,Roma Tomatoes per lb,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag
WMT_19189,Hunts Diced Tomatoes 14.5oz,Great Value Spaghetti 16oz,Marketside Shredded Cheddar 8oz,Great Value Extra Virgin Olive Oil 17oz,Great Value All Purpose Flour 5lb
WMT_49273,Hunts Diced Tomatoes 14.5oz,Great Value Extra Virgin Olive Oil 17oz,Great Value All Purpose Flour 5lb,Great Value Thin Sliced Turkey 9oz,Great Value Paper Towels 6 Double Rolls
WMT_28415,Avocado Hass each,Green Bell Pepper each,Lemon each,Great Value Large Eggs 12ct,Great Value Unsalted Butter 1lb
WMT_36909,Great Value Unsalted Butter 1lb,Great Value Spaghetti 16oz,Great Value All Purpose Flour 5lb,Great Value Extra Virgin Olive Oil 17oz,Great Value Long Grain White Rice 5lb
WMT_43787,Broccoli Crowns per lb,Baby Carrots 1lb Bag,Great Value Greek Yogurt Plain 32oz,Kraft Mac and Cheese Original 7.25oz,Great Value Extra Virgin Olive Oil 17oz
WMT_09216,Great Value All Purpose Flour 5lb,Great Value Chicken Broth 32oz,Great Value Sugar Granulated 4lb,Great Value Penne Pasta 16oz,Chicken Breast Boneless Skinless 3lb
WMT_11613,Great Value American Cheese Slices 16oz,Cucumber each,Lemon each,Russet Potatoes 5lb Bag,Celery Stalk bunch
WMT_04371,Hunts Diced Tomatoes 14.5oz,Campbells Tomato Soup 10.75oz,Great Value Penne Pasta 16oz,Green Bell Pepper each,Cucumber each
WMT_32683,Baby Carrots 1lb Bag,Russet Potatoes 5lb Bag,Great Value Large Eggs 12ct,Great Value Greek Yogurt Plain 32oz,Daisy Sour Cream 16oz
WMT_23032,Cucumber each,Green Bell Pepper each,Garlic Bulb 3-Pack,Marketside Shredded Cheddar 8oz,Daisy Sour Cream 16oz
WMT_49955,Broccoli Crowns per lb,Russet Potatoes 5lb Bag,Great Value Large Eggs 12ct,Great Value All Purpose Flour 5lb,Great Value Extra Virgin Olive Oil 17oz
WMT_29479,Broccoli Crowns per lb,Green Bell Pepper each,Marketside Organic Bananas 3lb,Great Value 2% Reduced Fat Milk 1 Gal,Daisy Sour Cream 16oz
WMT_48380,Broccoli Crowns per lb,Marketside Baby Spinach 5oz,Russet Potatoes 5lb Bag,Great Value Unsalted Butter 1lb,Great Value Chicken Broth 32oz
WMT_20946,Great Value Canola Oil 48oz,Great Value Long Grain White Rice 5lb,Green Bell Pepper each,Cucumber each,Baby Carrots 1lb Bag
WMT_31220,Broccoli Crowns per lb,Garlic Bulb 3-Pack,Marketside Baby Spinach 5oz,Roma Tomatoes per lb,Kraft Mac and Cheese Original 7.25oz
WMT_27271,Great Value Whole Milk 1 Gal,Great Value Spaghetti 16oz,Great Value All Purpose Flour 5lb,Kraft Mac and Cheese Original 7.25oz,Great Value Extra Virgin Olive Oil 17oz
WMT_12735,Avocado Hass each,Cucumber each,Great Value Spaghetti 16oz,Great Value All Purpose Flour 5lb,Great Value Penne Pasta 16oz
WMT_35884,Broccoli Crowns per lb,Green Bell Pepper each,Yellow Onion 3lb Bag,Celery Stalk bunch,Great Value All Purpose Flour 5lb
WMT_39819,Cucumber each,Yellow Onion 3lb Bag,Great Value Spaghetti 16oz,Hunts Diced Tomatoes 14.5oz,Great Value Whole Milk 1 Gal
WMT_20487,Great Value Whole Milk 1 Gal,Great Value Sugar Granulated 4lb,Campbells Tomato Soup 10.75oz,Heinz Tomato Ketchup 32oz,Great Value Long Grain White Rice 5lb
WMT_15165,Great Value Whole Milk 1 Gal,Great Value 2% Reduced Fat Milk 1 Gal,Kraft Mac and Cheese Original 7.25oz,Great Value Extra Virgin Olive Oil 17oz,Great Value Sugar Granulated 4lb
WMT_14167,Great Value Sugar Granulated 4lb,Great Value Long Grain White Rice 5lb,Marketside Baby Spinach 5oz,Yellow Onion 3lb Bag,Marketside Organic Bananas 3lb
WMT_16494,Heinz Tomato Ketchup 32oz,Avocado Hass each,Broccoli Crowns per lb,Marketside Baby Spinach 5oz,Lemon each
WMT_14942,Great Value Unsalted Butter 1lb,Marketside Fresh Mozzarella 8oz,Broccoli Crowns per lb,Baby Carrots 1lb Bag,Marketside Baby Spinach 5oz
WMT_02991,Avocado Hass each,Roma Tomatoes per lb,Marketside Organic Bananas 3lb,Great Value Spaghetti 16oz,Kraft Mac and Cheese Original 7.25oz
WMT_41127,Great Value Sugar Granulated 4lb,Great Value All Purpose Flour 5lb,Heinz Tomato Ketchup 32oz,Great Value Long Grain White Rice 5lb,Great Value American Cheese Slices 16oz
WMT_02663,Great Value Extra Virgin Olive Oil 17oz,Great Value Penne Pasta 16oz,Great Value Long Grain White Rice 5lb,Green Bell Pepper each,Cucumber each
WMT_34707,Marketside Shredded Cheddar 8oz,Great Value Penne Pasta 16oz,Great Value Canola Oil 48oz,Heinz Tomato Ketchup 32oz,Great Value Honey Nut Toasted Oats 27oz
WMT_12759,Great Value Spaghetti 16oz,Great Value Canola Oil 48oz,Great Value Penne Pasta 16oz,Heinz Tomato Ketchup 32oz,Baby Carrots 1lb Bag
WMT_38920,Great Value Sugar Granulated 4lb,Broccoli Crowns per lb,Lemon each,Marketside Organic Bananas 3lb,Celery Stalk bunch
WMT_03465,Green Bell Pepper each,Roma Tomatoes per lb,Marketside Baby Spinach 5oz,Hunts Diced Tomatoes 14.5oz,Great Value All Purpose Flour 5lb
WMT_32543,Garlic Bulb 3-Pack,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag,Marketside Organic Bananas 3lb,Great Value Unsalted Butter 1lb
WMT_40682,Campbells Tomato Soup 10.75oz,Heinz Tomato Ketchup 32oz,Roma Tomatoes per lb,Lemon each,Marketside Baby Spinach 5oz
WMT_29169,Avocado Hass each,Green Bell Pepper each,Baby Carrots 1lb Bag,Lemon each,Yellow Onion 3lb Bag
WMT_16277,Great Value Extra Virgin Olive Oil 17oz,Broccoli Crowns per lb,Great Value Canola Oil 48oz,Cucumber each,Roma Tomatoes per lb
WMT_14026,Broccoli Crowns per lb,Green Bell Pepper each,Baby Carrots 1lb Bag,Russet Potatoes 5lb Bag,Great Value Large Eggs 12ct
WMT_26942,Avocado Hass each,Great Value Chicken Broth 32oz,Baby Carrots 1lb Bag,Marketside Baby Spinach 5oz,Great Value Long Grain White Rice 5lb
WMT_41067,Hunts Diced Tomatoes 14.5oz,Great Value All Purpose Flour 5lb,Campbells Tomato Soup 10.75oz,Great Value Long Grain White Rice 5lb,Great Value Large Eggs 12ct
WMT_30302,Broccoli Crowns per lb,Green Bell Pepper each,Roma Tomatoes per lb,Marketside Shredded Cheddar 8oz,Great Value Greek Yogurt Plain 32oz
WMT_42227,Avocado Hass each,Roma Tomatoes per lb,Celery Stalk bunch,Great Value Spaghetti 16oz,Great Value All Purpose Flour 5lb
WMT_27886,Russet Potatoes 5lb Bag,Marketside Organic Bananas 3lb,Celery Stalk bunch,Great Value American Cheese Slices 16oz,Great Value All Purpose Flour 5lb
WMT_38311,Great Value Canola Oil 48oz,Heinz Tomato Ketchup 32oz,Broccoli Crowns per lb,Green Bell Pepper each,Baby Carrots 1lb Bag
WMT_36038,Cucumber each,Russet Potatoes 5lb Bag,Yellow Onion 3lb Bag,Celery Stalk bunch,Hunts Diced Tomatoes 14.5oz
WMT_14675,Great Value Whole Milk 1 Gal,Broccoli Crowns per lb,Cucumber each,Baby Carrots 1lb Bag,Roma Tomatoes per lb
WMT_26464,Green Bell Pepper each,Cucumber each,Garlic Bulb 3-Pack,Celery Stalk bunch,Hunts Diced Tomatoes 14.5oz
WMT_09802,Great Value Unsalted Butter 1lb,Marketside Fresh Mozzarella 8oz,Kraft Mac and Cheese Original 7.25oz,Great Value All Purpose Flour 5lb,Great Value Canola Oil 48oz
WMT_14821,Avocado Hass each,Cucumber each,Baby Carrots 1lb Bag,Russet Potatoes 5lb Bag,Kraft Mac and Cheese Original 7.25oz
WMT_37889,Great Value Large Eggs 12ct,Avocado Hass each,Cucumber each,Marketside Baby Spinach 5oz,Russet Potatoes 5lb Bag
WMT_30112,Hunts Diced Tomatoes 14.5oz,Campbells Tomato Soup 10.75oz,Tide Simply Liquid Laundry Det 46oz,Great Value Large Eggs 12ct,Great Value American Cheese Slices 16oz
WMT_27448,Great Value Unsalted Butter 1lb,Glad ForceFlex Trash Bags 30 Gal 25ct,Avocado Hass each,Green Bell Pepper each,Baby Carrots 1lb Bag
WMT_33774,Avocado Hass each,Broccoli Crowns per lb,Marketside Baby Spinach 5oz,Yellow Onion 3lb Bag,Hunts Diced Tomatoes 14.5oz
WMT_48901,Great Value Spaghetti 16oz,Great Value Chicken Broth 32oz,Great Value Canola Oil 48oz,Chicken Breast Boneless Skinless 3lb,Great Value Large Eggs 12ct
WMT_34995,Broccoli Crowns per lb,Cucumber each,Yellow Onion 3lb Bag,Great Value Unsalted Butter 1lb,Great Value Greek Yogurt Plain 32oz
WMT_04693,Baby Carrots 1lb Bag,Marketside Baby Spinach 5oz,Yellow Onion 3lb Bag,Marketside Shredded Cheddar 8oz,Great Value Unsalted Butter 1lb
WMT_30979,Great Value Penne Pasta 16oz,Great Value Canola Oil 48oz,Marketside Shredded Cheddar 8oz,Broccoli Crowns per lb,Cucumber each
WMT_12652,Green Bell Pepper each,Baby Carrots 1lb Bag,Lemon each,Great Value All Purpose Flour 5lb,Great Value Canola Oil 48oz
WMT_42004,Avocado Hass each,Broccoli Crowns per lb,Green Bell Pepper each,Celery Stalk bunch,Great Value Trash Bags 13 Gal 50ct
WMT_07105,Great Value Chicken Broth 32oz,Great Value Penne Pasta 16oz,Great Value Long Grain White Rice 5lb,Great Value Large Eggs 12ct,Great Value American Cheese Slices 16oz
WMT_06407,Great Value Spaghetti 16oz,Hunts Diced Tomatoes 14.5oz,Campbells Tomato Soup 10.75oz,Great Value Large Eggs 12ct,Great Value 2% Reduced Fat Milk 1 Gal
WMT_48453,Great Value All Purpose Flour 5lb,Kraft Mac and Cheese Original 7.25oz,Campbells Tomato Soup 10.75oz,Heinz Tomato Ketchup 32oz,Great Value Long Grain White Rice 5lb
WMT_39605,Green Bell Pepper each,Roma Tomatoes per lb,Yellow Onion 3lb Bag,Marketside Organic Bananas 3lb,Great Value Extra Virgin Olive Oil 17oz
WMT_00707,Hunts Diced Tomatoes 14.5oz,Great Value Penne Pasta 16oz,Great Value 2% Reduced Fat Milk 1 Gal,Avocado Hass each,Green Bell Pepper each
WMT_11594,Great Value Extra Virgin Olive Oil 17oz,Great Value Chicken Broth 32oz,Campbells Tomato Soup 10.75oz,Great Value Canola Oil 48oz,Cucumber each
WMT_47924,Great Value Spaghetti 16oz,Broccoli Crowns per lb,Garlic Bulb 3-Pack,Russet Potatoes 5lb Bag,Marketside Organic Bananas 3lb
WMT_25149,Cucumber each,Russet Potatoes 5lb Bag,Marketside Organic Bananas 3lb,Great Value Whole Milk 1 Gal,Philadelphia Original Cream Cheese 8oz
WMT_00694,Great Value Spaghetti 16oz,Great Value American Cheese Slices 16oz,Great Value 2% Reduced Fat Milk 1 Gal,Campbells Tomato Soup 10.75oz,Great Value Canola Oil 48oz
WMT_14463,Roma Tomatoes per lb,Yellow Onion 3lb Bag,Marketside Organic Bananas 3lb,Celery Stalk bunch,Great Value Large Eggs 12ct
WMT_27734,Avocado Hass each,Green Bell Pepper each,Yellow Onion 3lb Bag,Marketside Shredded Cheddar 8oz,Daisy Sour Cream 16oz
WMT_44162,Great Value Large Eggs 12ct,Green Bell Pepper each,Baby Carrots 1lb Bag,Marketside Baby Spinach 5oz,Yellow Onion 3lb Bag
WMT_45221,Roma Tomatoes per lb,Marketside Baby Spinach 5oz,Great Value Large Eggs 12ct,Philadelphia Original Cream Cheese 8oz,Birds Eye Steamfresh Mixed Veggies 10oz
WMT_03546,Avocado Hass each,Roma Tomatoes per lb,Great Value Whole Milk 1 Gal,Great Value 2% Reduced Fat Milk 1 Gal,Daisy Sour Cream 16oz
WMT_11461,Broccoli Crowns per lb,Marketside Organic Bananas 3lb,Celery Stalk bunch,Great Value Spaghetti 16oz,Great Value 2% Reduced Fat Milk 1 Gal
WMT_29026,Great Value Extra Virgin Olive Oil 17oz,Great Value Long Grain White Rice 5lb,Broccoli Crowns per lb,Green Bell Pepper each,Marketside Baby Spinach 5oz
WMT_15019,Avocado Hass each,Baby Carrots 1lb Bag,Marketside Organic Bananas 3lb,Kraft Mac and Cheese Original 7.25oz,Great Value Penne Pasta 16oz
WMT_06179,Cucumber each,Garlic Bulb 3-Pack,Marketside Shredded Cheddar 8oz,Great Value All Purpose Flour 5lb,Kraft Mac and Cheese Original 7.25oz
WMT_40684,Kraft Mac and Cheese Original 7.25oz,Great Value All Purpose Flour 5lb,Green Bell Pepper each,Cucumber each,Marketside Baby Spinach 5oz
WMT_36261,Garlic Bulb 3-Pack,Lemon each,Roma Tomatoes per lb,Russet Potatoes 5lb Bag,Marketside Organic Bananas 3lb
WMT_18758,Philadelphia Original Cream Cheese 8oz,Green Bell Pepper each,Cucumber each,Marketside Baby Spinach 5oz,Marketside Organic Bananas 3lb
WMT_29920,Lemon each,Great Value Extra Virgin Olive Oil 17oz,Kraft Mac and Cheese Original 7.25oz,Great Value Chicken Broth 32oz,Campbells Tomato Soup 10.75oz
WMT_31117,Green Bell Pepper each,Garlic Bulb 3-Pack,Roma Tomatoes per lb,Marketside Organic Bananas 3lb,Great Value Extra Virgin Olive Oil 17oz
WMT_46596,Hunts Diced Tomatoes 14.5oz,Great Value Sugar Granulated 4lb,Great Value Unsalted Butter 1lb,Avocado Hass each,Great Value 2% Reduced Fat Milk 1 Gal
WMT_48644,Hunts Diced Tomatoes 14.5oz,Great Value Extra Virgin Olive Oil 17oz,Kraft Mac and Cheese Original 7.25oz,Campbells Tomato Soup 10.75oz,Baby Carrots 1lb Bag
WMT_31047,Avocado Hass each,Cucumber each,Garlic Bulb 3-Pack,Roma Tomatoes per lb,Hunts Diced Tomatoes 14.5oz
WMT_25348,Cucumber each,Roma Tomatoes per lb,Great Value Chicken Broth 32oz,Campbells Tomato Soup 10.75oz,Great Value Large Eggs 12ct
WMT_45056,Garlic Bulb 3-Pack,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag,Great Value Large Eggs 12ct,Great Value Spaghetti 16oz
WMT_49544,Great Value Large Eggs 12ct,Great Value Greek Yogurt Plain 32oz,Great Value All Purpose Flour 5lb,Great Value Extra Virgin Olive Oil 17oz,Great Value Penne Pasta 16oz
WMT_37860,Broccoli Crowns per lb,Lemon each,Great Value American Cheese Slices 16oz,Great Value 2% Reduced Fat Milk 1 Gal,Great Value 80/20 Ground Beef 1lb
WMT_20681,Great Value Large Eggs 12ct,Great Value Whole Milk 1 Gal,Tilapia Fillets per lb,Cucumber each,Marketside Baby Spinach 5oz
WMT_33982,Marketside Shredded Cheddar 8oz,Great Value Chicken Broth 32oz,Great Value Sugar Granulated 4lb,Heinz Tomato Ketchup 32oz,Broccoli Crowns per lb
WMT_18369,Hunts Diced Tomatoes 14.5oz,Kraft Mac and Cheese Original 7.25oz,Great Value Penne Pasta 16oz,Daisy Sour Cream 16oz,Marketside Fresh Mozzarella 8oz
WMT_01327,Heinz Tomato Ketchup 32oz,Avocado Hass each,Marketside Fresh Mozzarella 8oz,Green Bell Pepper each,Garlic Bulb 3-Pack
WMT_07285,Great Value Chicken Broth 32oz,Great Value Penne Pasta 16oz,Daisy Sour Cream 16oz,Broccoli Crowns per lb,Green Bell Pepper each
WMT_42673,Great Value All Purpose Flour 5lb,Great Value Chicken Broth 32oz,Broccoli Crowns per lb,Roma Tomatoes per lb,Russet Potatoes 5lb Bag
WMT_03203,Broccoli Crowns per lb,Cucumber each,Garlic Bulb 3-Pack,Kraft Mac and Cheese Original 7.25oz,Great Value Sugar Granulated 4lb
WMT_41681,Avocado Hass each,Great Value All Purpose Flour 5lb,Great Value Penne Pasta 16oz,Great Value Dish Soap Original 24oz,Folgers Classic Roast Coffee 30.5oz
WMT_11243,Great Value Extra Virgin Olive Oil 17oz,Kraft Mac and Cheese Original 7.25oz,Broccoli Crowns per lb,Campbells Tomato Soup 10.75oz,Great Value Penne Pasta 16oz
WMT_30656,Great Value 2% Reduced Fat Milk 1 Gal,Avocado Hass each,Broccoli Crowns per lb,Roma Tomatoes per lb,Russet Potatoes 5lb Bag
WMT_42875,Garlic Bulb 3-Pack,Yellow Onion 3lb Bag,Great Value Chicken Broth 32oz,Great Value All Purpose Flour 5lb,Great Value Sugar Granulated 4lb
WMT_11943,Garlic Bulb 3-Pack,Roma Tomatoes per lb,Marketside Baby Spinach 5oz,Great Value All Purpose Flour 5lb,Great Value Sugar Granulated 4lb
WMT_00125,Hunts Diced Tomatoes 14.5oz,Great Value Sugar Granulated 4lb,Great Value Chicken Broth 32oz,Great Value Long Grain White Rice 5lb,Great Value Large Eggs 12ct
WMT_11523,Great Value Spaghetti 16oz,Great Value Sugar Granulated 4lb,Green Bell Pepper each,Baby Carrots 1lb Bag,Garlic Bulb 3-Pack
WMT_49702,Avocado Hass each,Lemon each,Marketside Organic Bananas 3lb,Great Value Whole Milk 1 Gal,Great Value 2% Reduced Fat Milk 1 Gal
WMT_30226,Cucumber each,Marketside Organic Bananas 3lb,Kraft Mac and Cheese Original 7.25oz,Great Value Extra Virgin Olive Oil 17oz,Tilapia Fillets per lb
WMT_11464,Great Value Canola Oil 48oz,Great Value Long Grain White Rice 5lb,Avocado Hass each,Baby Carrots 1lb Bag,Garlic Bulb 3-Pack
WMT_41810,Avocado Hass each,Hunts Diced Tomatoes 14.5oz,Great Value All Purpose Flour 5lb,Great Value Chicken Broth 32oz,Great Value Sugar Granulated 4lb
WMT_31681,Green Bell Pepper each,Lemon each,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag,Marketside Shredded Cheddar 8oz
WMT_16533,Hunts Diced Tomatoes 14.5oz,Great Value Penne Pasta 16oz,Great Value Large Eggs 12ct,Avocado Hass each,Broccoli Crowns per lb
WMT_09935,Great Value Unsalted Butter 1lb,Avocado Hass each,Broccoli Crowns per lb,Philadelphia Original Cream Cheese 8oz,Baby Carrots 1lb Bag
WMT_11156,Marketside Shredded Cheddar 8oz,Kraft Mac and Cheese Original 7.25oz,Great Value All Purpose Flour 5lb,Daisy Sour Cream 16oz,Great Value Penne Pasta 16oz
WMT_17739,Great Value Large Eggs 12ct,Avocado Hass each,Great Value Whole Milk 1 Gal,Baby Carrots 1lb Bag,Yellow Onion 3lb Bag
WMT_33661,Roma Tomatoes per lb,Yellow Onion 3lb Bag,Marketside Organic Bananas 3lb,Celery Stalk bunch,Great Value Spaghetti 16oz
WMT_03799,Green Bell Pepper each,Cucumber each,Hunts Diced Tomatoes 14.5oz,Great Value All Purpose Flour 5lb,Kraft Mac and Cheese Original 7.25oz
WMT_42990,Baby Carrots 1lb Bag,Cucumber each,Russet Potatoes 5lb Bag,Great Value Large Eggs 12ct,Hunts Diced Tomatoes 14.5oz
WMT_37525,Great Value Extra Virgin Olive Oil 17oz,Avocado Hass each,Baby Carrots 1lb Bag,Marketside Baby Spinach 5oz,Yellow Onion 3lb Bag
WMT_12888,Hunts Diced Tomatoes 14.5oz,Kraft Mac and Cheese Original 7.25oz,Campbells Tomato Soup 10.75oz,Great Value Paper Towels 6 Double Rolls,Great Value Granola Bars Oats Honey 8ct
WMT_04650,Avocado Hass each,Green Bell Pepper each,Cucumber each,Roma Tomatoes per lb,Russet Potatoes 5lb Bag
WMT_00190,Broccoli Crowns per lb,Roma Tomatoes per lb,Philadelphia Original Cream Cheese 8oz,Hunts Diced Tomatoes 14.5oz,Great Value Spaghetti 16oz
WMT_30769,Great Value Canola Oil 48oz,Great Value American Cheese Slices 16oz,Great Value 2% Reduced Fat Milk 1 Gal,Great Value Dish Soap Original 24oz,Lays Classic Potato Chips 8oz
WMT_19147,Avocado Hass each,Daisy Sour Cream 16oz,Marketside Baby Spinach 5oz,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag
WMT_35724,Great Value Sugar Granulated 4lb,Great Value Canola Oil 48oz,Great Value 2% Reduced Fat Milk 1 Gal,Great Value Paper Towels 6 Double Rolls,Great Value Purified Water 40pk 16.9oz
WMT_45078,Cucumber each,Celery Stalk bunch,Great Value Spaghetti 16oz,Great Value All Purpose Flour 5lb,Great Value Penne Pasta 16oz
WMT_15954,Great Value Sugar Granulated 4lb,Heinz Tomato Ketchup 32oz,Broccoli Crowns per lb,Cucumber each,Russet Potatoes 5lb Bag
WMT_12707,Great Value All Purpose Flour 5lb,Great Value Penne Pasta 16oz,Great Value Canola Oil 48oz,Great Value Dish Soap Original 24oz,Lipton Iced Tea Mix 3qt
WMT_19875,Great Value All Purpose Flour 5lb,Great Value Sugar Granulated 4lb,Great Value Chicken Broth 32oz,Great Value Long Grain White Rice 5lb,Marketside Shredded Cheddar 8oz
WMT_33861,Baby Carrots 1lb Bag,Yellow Onion 3lb Bag,Celery Stalk bunch,Great Value Unsalted Butter 1lb,Great Value 2% Reduced Fat Milk 1 Gal
WMT_01437,Broccoli Crowns per lb,Baby Carrots 1lb Bag,Garlic Bulb 3-Pack,Lemon each,Yellow Onion 3lb Bag
WMT_13732,Broccoli Crowns per lb,Lemon each,Marketside Shredded Cheddar 8oz,Hunts Diced Tomatoes 14.5oz,Great Value Extra Virgin Olive Oil 17oz
WMT_14470,Kraft Mac and Cheese Original 7.25oz,Great Value Penne Pasta 16oz,Great Value Canola Oil 48oz,Heinz Tomato Ketchup 32oz,Great Value American Cheese Slices 16oz
WMT_18651,Broccoli Crowns per lb,Green Bell Pepper each,Cucumber each,Great Value All Purpose Flour 5lb,Great Value Sugar Granulated 4lb
WMT_33773,Kraft Mac and Cheese Original 7.25oz,Campbells Tomato Soup 10.75oz,Green Bell Pepper each,Cucumber each,Lemon each
WMT_11913,Baby Carrots 1lb Bag,Lemon each,Great Value Sugar Granulated 4lb,Great Value Long Grain White Rice 5lb,Great Value 2% Reduced Fat Milk 1 Gal
WMT_41271,Baby Carrots 1lb Bag,Cucumber each,Garlic Bulb 3-Pack,Great Value All Purpose Flour 5lb,Great Value Chicken Broth 32oz
WMT_12619,Great Value Canola Oil 48oz,Garlic Bulb 3-Pack,Lemon each,Yellow Onion 3lb Bag,Marketside Organic Bananas 3lb
WMT_30820,Avocado Hass each,Great Value Chicken Broth 32oz,Campbells Tomato Soup 10.75oz,Cucumber each,Marketside Baby Spinach 5oz
WMT_45262,Green Bell Pepper each,Marketside Organic Bananas 3lb,Great Value Extra Virgin Olive Oil 17oz,Heinz Tomato Ketchup 32oz,Great Value Large Eggs 12ct
WMT_21440,Broccoli Crowns per lb,Baby Carrots 1lb Bag,Lemon each,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag
WMT_07996,Great Value Unsalted Butter 1lb,Chicken Breast Boneless Skinless 3lb,Bounty Select-A-Size Paper Towels 8 Rolls,Avocado Hass each,Cucumber each
WMT_32618,Hunts Diced Tomatoes 14.5oz,Great Value Extra Virgin Olive Oil 17oz,Great Value Penne Pasta 16oz,Green Bell Pepper each,Cucumber each
